Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,HALLMARK_UV_RESPONSE_DN,0.7840904026869004,2.2084501994324204,0.0,0.0,0.0,38/144,8.47%,COL1A1;COL1A2;COL3A1;COL5A2;COL11A1;PDGFRB;IGFBP5;GJA1;MMP16;SNAI2;HAS2;DLC1;ANXA2;CCN1;AMPH;CAV1;APBB2;SDC2;TFPI;IRS1;PMP22;FBLN5;LPAR1;RGS4;PTGFR;SCHIP1;SCN8A;PTPRM;AKT3;PLPP3;RBPMS;PTPN21;RUNX1;EFEMP1;ADGRL2;LTBP1;SYNE1;LAMC1
prerank,HALLMARK_ANGIOGENESIS,0.6235687161408046,1.4846951665973473,0.10526315789473684,0.11075949367088608,0.005,8/36,3.04%,COL3A1;LUM;POSTN;COL5A2;VCAN;FSTL1;SLCO2A1;KCNJ8
prerank,HALLMARK_ALLOGRAFT_REJECTION,-0.6742139349614271,-1.1691853795840255,0.003,1.0,0.799,108/200,23.02%,HLA-DRA;CD74;B2M;CD8A;CCR5;SIT1;TRAT1;IRF4;MAP4K1;CD40LG;CD80;HLA-DOB;NCR1;CARTPT;CCL22;IL2;IL12B;KRT1;IL4;RPL3L;IL13;RPS19;SRGN;CCL4;RPL39;GZMA;IL1B;CD3G;PTPRC;CD2;HLA-DQA1;EREG;CCL5;RPL9;CD3D;IL2RG;LTB;ITGB2;CXCR3;FYB1;RPS3A;CD3E;ITGAL;LCK;IFNG;LY86;CD247;WAS;GZMB;SPI1;TNF;CTSS;FCGR2B;FASLG;PRF1;CD96;CCR2;RPS9;CD79A;CD8B;NCF4;ZAP70;CD86;HLA-DMA;IGSF6;HLA-DMB;IL2RB;CCR1;HLA-A;KLRD1;STAT4;FGR;PRKCB;CD28;TLR2;CRTAM;LCP2;PTPN6;GPR65;NLRP3;IRF8;HCLS1;ITK;IL12RB1;CD7;CD4;CFP;HLA-DOA;TPD52;HLA-E;TLR1;LYN;CD1D;CDKN2A;CAPG;IL18;IL18RAP;IL2RA;CD47;TLR6;STAB1;IL27RA;ICOSLG;PRKCG;CXCL13;ST8SIA4;CXCL9;NPM1
prerank,HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.5969526484846187,-1.0197269431382052,0.46887550200803213,1.0,1.0,35/87,24.44%,PIK3R5;IL9R;CSF2;DNTT;INHBE;CRLF2;IL1B;CD14;IL2RG;LTB;TNF;REG1A;CD9;CD38;CSF3R;CCR1;TLR2;CSF2RA;IL12RB1;EBI3;CXCL3;CD44;TNFRSF1B;HMOX1;IL2RA;GRB2;IL1R2;CXCL13;CXCL9;SOCS1;ITGA4;CXCL10;CCL7;MAP3K8;CSF2RB
prerank,HALLMARK_INFLAMMATORY_RESPONSE,-0.5834173423206807,-1.0086685788502832,0.478,1.0,1.0,92/200,25.43%,OLR1;CLEC5A;CXCR6;OSM;PIK3R5;SLAMF1;GPR132;LTA;IL1A;MEFV;CCL22;CCL17;IL12B;PROK2;ROS1;OPRK1;MEP1A;TACR3;RGS1;IL1B;EREG;CD48;CCL5;CD14;CD69;MARCO;GNA15;LCK;GPR183;AQP9;CYBB;CCR7;FPR1;C5AR1;CCL20;C3AR1;MSR1;IL2RB;CSF3R;SELL;IL10RA;FFAR2;TLR2;LCP2;PTAFR;NLRP3;EBI3;RASGRP1;SEMA4D;HPN;CXCL8;CD70;KLF6;NFKBIA;NAMPT;TLR1;NDP;LYN;PTGER4;TNFRSF1B;IL18;BTG2;CCRL2;IL18RAP;ITGB8;PDE4B;RNF144B;FZD5;STAB1;MXD1;KCNA3;ICOSLG;HBEGF;LAMP3;SLC31A2;NMUR1;P2RY2;IL7R;P2RX7;CXCL9;TNFSF15;CXCL10;GCH1;EMP3;CCL7;TNFSF9;NOD2;CD55;RHOG;IRAK2;IFNGR2;LY6E
prerank,HALLMARK_KRAS_SIGNALING_DN,-0.5797423771964847,-1.0006822209335595,0.53,1.0,1.0,67/198,22.24%,PDCD1;CD40LG;TCL1A;CD80;EDN2;MEFV;CAPN9;IL12B;GPR19;CD207;SLC12A3;CCR8;NOS1;KRT1;SPRR3;SLC5A5;EDAR;SLC6A3;BRDT;SLC6A14;ALOX12B;SNCB;CLDN8;PRODH;CLPS;MYH7;ATP4A;NGB;HNF1A;CHRNG;PROP1;VPREB1;SERPINA10;PAX3;GP2;MYOT;IFNG;SCGB1A1;CLDN16;TFCP2L1;TNNI3;KRT4;KLK7;CALML5;ATP6V1B1;KLK8;SIDT1;PTPRJ;KRT13;SGK1;TENT5C;KRT5;TFF2;NR4A2;TGM1;UGT2B17;PLAG1;YBX2;BTG2;CDH16;CELSR2;KRT15;ADRA2C;PDE6B;SPTBN2;FGF22;RYR1
prerank,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.8236752007682899,1.0,1.0,0.8085443037974684,0.065,105/200,5.23%,COL1A1;COL1A2;COL3A1;SPARC;LGALS1;FN1;VIM;LUM;DCN;CALD1;COL6A2;COL6A3;CTHRC1;POSTN;COL5A2;VCAN;MGP;MMP2;SFRP4;PCOLCE;THY1;TAGLN;COL4A1;COL5A1;COL11A1;BGN;NNMT;LRRC15;PRRX1;ACTA2;HTRA1;FBLN1;COL12A1;TPM2;THBS2;NTM;FAP;SCG2;FBN1;PDGFRB;COL5A3;IGFBP2;CDH11;COL4A2;GJA1;ADAM12;EDIL3;TIMP3;SERPINH1;FOXC2;INHBA;COL16A1;MMP1;SNAI2;MXRA5;ITGB1;IGFBP4;TPM1;GREM1;FSTL1;PTHLH;PMEPA1;ECM2;LOXL1;ECM1;CCN1;ELN;LOXL2;NT5E;MMP3;COMP;MFAP5;NID2;FBLN2;SGCD;MATN3;MMP14;LAMA2;TNC;MYL9;COL7A1;BMP1;CXCL12;VCAM1;P3H1;FMOD;SPOCK1;ITGB5;CALU;GAS1;SLIT3;EFEMP2;DPYSL3;PPIB;MYLK;DKK1;PMP22;TPM4;CCN2;FBLN5;DST;SDC1;FERMT2;SLIT2;SFRP1
prerank,HALLMARK_MYOGENESIS,0.5018151829635787,1.0,1.0,0.8085443037974684,0.065,52/200,8.09%,COL1A1;COL3A1;SPARC;COL6A2;IGFBP7;COL6A3;SLN;MYH8;AEBP1;TAGLN;APLNR;TPM2;COL4A2;COL15A1;ADAM12;APOD;ITGB1;PVALB;CHRNA1;COX7A1;CDH13;SGCA;SGCD;LAMA2;HRC;KCNH1;ITGB5;CNN3;MYL3;BDKRB2;EFS;LDB3;MYLK;MYH11;MAPK12;APP;SORBS1;SMTN;SCHIP1;IGF1;WWTR1;SPHK1;PTGIS;MYL4;SVIL;SSPN;FGF2;DENND2B;SORBS3;CFD;FHL1;HSPB2
prerank,HALLMARK_NOTCH_SIGNALING,0.42293682704367047,0.999981915255545,0.34782608695652173,0.6468354430379747,0.065,9/32,10.51%,HEYL;WNT2;FZD1;WNT5A;NOTCH3;FZD7;JAG1;DLL1;DTX1
prerank,HALLMARK_SPERMATOGENESIS,-0.5683245969852662,-0.9740835215242387,0.6456456456456456,1.0,1.0,45/134,26.00%,IL12RB2;CLVS1;NOS1;TCP11;DMRT1;NAA11;SCG3;SYCP1;PAPOLB;H1-6;GSG1;ZPBP;HOXB1;TNP1;ACRV1;CST8;TSSK2;AKAP4;MEP1B;DDX4;TNP2;ACTL7B;TNNI3;DPEP3;ACRBP;TKTL1;CFTR;YBX2;CLGN;GFI1;GAD1;MAP7;ADCYAP1;BUB1;LDHC;AURKA;CCNA1;SLC2A5;NCAPH;CAMK4;ELOVL3;NEK2;NEFH;TTK;STRBP
